id,firstname,surname,birth_date,death_date,born_country,born_country_code,born_city,died_country,died_country_code,died_city,gender,award_year,category,overall_motivation,share,motivation,name,city,country,birth_year,age_at_award,decade,motivation_clean
489,Charles G.,Dawes,1865-08-27,1951-04-23,USA,US,Marietta OH,USA,US,Evanston IL,Male,1925,Peace,,2,"""for his crucial role in bringing about the Dawes Plan""",,,,1865,60,1920,for his crucial role in bringing about the dawes plan
490,Aristide,Briand,1862-03-28,1932-03-07,France,FR,Nantes,France,FR,Paris,Male,1926,Peace,,2,"""for their crucial role in bringing about the Locarno Treaty""",,,,1862,64,1920,for their crucial role in bringing about the locarno treaty
491,Gustav,Stresemann,1878-05-10,1929-10-03,Germany,DE,Berlin,Germany,DE,Berlin,Male,1926,Peace,,2,"""for their crucial role in bringing about the Locarno Treaty""",,,,1878,48,1920,for their crucial role in bringing about the locarno treaty
492,Ferdinand,Buisson,1841-12-20,1932-02-16,France,FR,Paris,France,FR,Thieuloy-Saint-Antoine,Male,1927,Peace,,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",,,,1841,86,1920,for their contribution to the emergence in france and germany of a public opinion which favours peaceful international cooperation
493,Ludwig,Quidde,1858-03-23,1941-03-04,Germany,DE,Bremen,Switzerland,CH,Geneva,Male,1927,Peace,,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",,,,1858,69,1920,for their contribution to the emergence in france and germany of a public opinion which favours peaceful international cooperation
494,Frank B.,Kellogg,1856-12-22,1937-12-21,USA,US,Potsdam NY,USA,US,St. Paul MN,Male,1929,Peace,,1,"""for his crucial role in bringing about the Briand-Kellogg Pact""",,,,1856,73,1920,for his crucial role in bringing about the briand kellogg pact
495,Nathan,Söderblom,1866-01-15,1931-07-12,Sweden,SE,Trönö,Sweden,SE,Uppsala,Male,1930,Peace,,1,"""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'""",,,,1866,64,1930,for promoting christian unity and helping create that new attitude of mind which is necessary if peace between nations is to become reality
496,Jane,Addams,1860-09-06,1935-05-21,USA,US,Cedarville IL,USA,US,Chicago IL,Female,1931,Peace,,2,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",,,,1860,71,1930,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind
497,Nicholas Murray,Butler,1862-04-02,1947-12-07,USA,US,Elizabeth NJ,USA,US,New York NY,Male,1931,Peace,,2,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",Columbia University,New York NY,USA,1862,69,1930,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind
498,Sir Norman,Angell,1872-12-26,1967-10-07,United Kingdom,GB,Holbeach,United Kingdom,GB,Croydon,Male,1933,Peace,,1,"""for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace""",,,,1872,61,1930,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace
499,Arthur,Henderson,1863-09-13,1935-10-20,Scotland,GB,Glasgow,United Kingdom,GB,London,Male,1934,Peace,,1,"""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34""",,,,1863,71,1930,for his untiring struggle and his courageous efforts as chairman of the league of nations disarmament conference 1931 34
500,Carl,von Ossietzky,1889-10-03,1938-05-04,Germany,DE,Hamburg,Germany,DE,Berlin,Male,1935,Peace,,1,"""for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace""",,,,1889,46,1930,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace
501,Carlos,Saavedra Lamas,1878-11-01,1959-05-05,Argentina,AR,Buenos Aires,Argentina,AR,Buenos Aires,Male,1936,Peace,,1,"""for his role as father of the Argentine Antiwar Pact of 1933 which he also used as a means to mediate peace between Paraguay and Bolivia in 1935""",,,,1878,58,1930,for his role as father of the argentine antiwar pact of 1933 which he also used as a means to mediate peace between paraguay and bolivia in 1935
502,Robert,Cecil,1864-09-14,1958-11-24,United Kingdom,GB,London,United Kingdom,GB,Tunbridge Wells,Male,1937,Peace,,1,"""for his tireless effort in support of the League of Nations disarmament and peace""",,,,1864,73,1930,for his tireless effort in support of the league of nations disarmament and peace
505,Cordell,Hull,1871-10-02,1955-07-23,USA,US,Olympus TN,USA,US,Bethesda MD,Male,1945,Peace,,1,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""",,,,1871,74,1940,for his indefatigable work for international understanding and his pivotal role in establishing the united nations
506,Emily Greene,Balch,1867-01-08,1961-01-09,USA,US,Jamaica Plain MA (now Boston MA),USA,US,Cambridge MA,Female,1946,Peace,,2,"""for her lifelong work for the cause of peace""",,,,1867,79,1940,for her lifelong work for the cause of peace
507,John R.,Mott,1865-05-25,1955-01-31,USA,US,Livingston Manor NY,USA,US,,Male,1946,Peace,,2,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",,,,1865,81,1940,for his contribution to the creation of a peace promoting religious brotherhood across national boundaries
510,John,Boyd Orr,1880-09-23,1971-06-25,Scotland,GB,Kilmaurs,Scotland,GB,Edzell,Male,1949,Peace,,1,"""for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war""",,,,1880,69,1940,for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war
511,Ralph,Bunche,1904-08-07,1971-12-09,USA,US,Detroit MI,USA,US,New York NY,Male,1950,Peace,,1,"""for his work as mediator in Palestine in 1948-1949""",Harvard University,Cambridge MA,USA,1904,46,1950,for his work as mediator in palestine in 1948 1949
512,Léon,Jouhaux,1879-07-01,1954-04-28,France,FR,Paris,France,FR,Paris,Male,1951,Peace,,1,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",,,,1879,72,1950,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations
513,Albert,Schweitzer,1875-01-14,1965-09-04,Germany (now France),FR,Kaysersberg,Gabon,GA,Lambaréné,Male,1952,Peace,,1,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",,,,1875,77,1950,for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one
514,George C.,Marshall,1880-12-31,1959-10-16,USA,US,Uniontown PA,USA,US,Washington D.C.,Male,1953,Peace,,1,"""for proposing and supervising the plan for the economic recovery of Europe""",,,,1880,73,1950,for proposing and supervising the plan for the economic recovery of europe
515,Office of the United Nations High Commissioner for Refugees,,1950-12-14,,,,,,,,Org,1954,Peace,,1,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",,,,1950,4,1950,for its efforts to heal the wounds of war by providing help and protection to refugees all over the world
515,Office of the United Nations High Commissioner for Refugees,,1950-12-14,,,,,,,,Org,1981,Peace,,1,"""for promoting the fundamental rights of refugees""",,,,1950,31,1980,for promoting the fundamental rights of refugees
516,Lester Bowles,Pearson,1897-04-23,1972-12-27,Canada,CA,Toronto,Canada,CA,Ottawa,Male,1957,Peace,,1,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",,,,1897,60,1950,for his crucial contribution to the deployment of a united nations emergency force in the wake of the suez crisis
517,Georges,Pire,1910-02-10,1969-01-30,Belgium,BE,Dinant,Belgium,BE,Leuven,Male,1958,Peace,,1,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""",,,,1910,48,1950,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity
518,Philip,Noel-Baker,1889-11-01,1982-10-08,United Kingdom,GB,London,United Kingdom,GB,London,Male,1959,Peace,,1,"""for his longstanding contribution to the cause of disarmament and peace""",,,,1889,70,1950,for his longstanding contribution to the cause of disarmament and peace
520,Dag,Hammarskjöld,1905-07-29,1961-09-18,Sweden,SE,Jönköping,Northern Rhodesia (now Zambia),ZM,Ndola,Male,1961,Peace,,1,"""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter""",,,,1905,56,1960,for developing the un into an effective and constructive international organization capable of giving life to the principles and aims expressed in the un charter
524,Martin Luther,King Jr.,1929-01-15,1968-04-04,USA,US,Atlanta GA,USA,US,Memphis TN,Male,1964,Peace,,1,"""for his non-violent struggle for civil rights for the Afro-American population""",,,,1929,35,1960,for his non violent struggle for civil rights for the afro american population
526,René,Cassin,1887-10-05,1976-02-20,France,FR,Bayonne,France,FR,Paris,Male,1968,Peace,,1,"""for his struggle to ensure the rights of man as stipulated in the UN Declaration""",,,,1887,81,1960,for his struggle to ensure the rights of man as stipulated in the un declaration
528,Norman,Borlaug,1914-03-25,2009-09-12,USA,US,Cresco IA,USA,US,Dallas TX,Male,1970,Peace,,1,"""for having given a well-founded hope - the green revolution""",,,,1914,56,1970,for having given a well founded hope the green revolution
529,Willy,Brandt,1913-12-18,1992-10-08,Germany,DE,Lübeck,Germany,DE,Unkel,Male,1971,Peace,,1,"""for paving the way for a meaningful dialogue between East and West""",,,,1913,58,1970,for paving the way for a meaningful dialogue between east and west
530,Henry,Kissinger,1923-05-27,,Germany,DE,Fürth,,,,Male,1973,Peace,,2,"""for jointly having negotiated a cease fire in Vietnam in 1973""",,,,1923,50,1970,for jointly having negotiated a cease fire in vietnam in 1973
531,Le Duc Tho,,1911-10-14,1990-10-13,Vietnam,VN,Nam Ha province,Vietnam,VN,Hanoi,Male,1973,Peace,,2,"""for jointly having negotiated a cease fire in Vietnam in 1973""",,,,1911,62,1970,for jointly having negotiated a cease fire in vietnam in 1973
532,Seán,MacBride,1904-01-26,1988-01-15,France,FR,Paris,Ireland,IE,Dublin,Male,1974,Peace,,2,"""for his efforts to secure and develop human rights throughout the world""",,,,1904,70,1970,for his efforts to secure and develop human rights throughout the world
533,Eisaku,Sato,1901-03-27,1975-06-03,Japan,JP,Tabuse,Japan,JP,Tokyo,Male,1974,Peace,,2,"""for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty""",,,,1901,73,1970,for his contribution to stabilize conditions in the pacific rim area and for signing the nuclear non proliferation treaty
534,Andrei,Sakharov,1921-05-21,1989-12-14,Russia,RU,Moscow,USSR (now Russia),RU,Moscow,Male,1975,Peace,,1,"""for his struggle for human rights in the Soviet Union for disarmament and cooperation between all nations""",,,,1921,54,1970,for his struggle for human rights in the soviet union for disarmament and cooperation between all nations
